"","TCGA-26-5133","TCGA-HT-7902","TCGA-VM-A8CF","TCGA-14-1823","TCGA-DU-6393","TCGA-HT-7601","TCGA-14-0789","TCGA-28-2499","TCGA-02-2483","TCGA-TQ-A7RW","TCGA-DU-A6S8","TCGA-32-1970","TCGA-28-5204","TCGA-HT-7480","TCGA-DU-7010"
"AC061975.5",0,6,0,0,40,6,0,0,0,5,9,1,0,14,2
"AC061975.6",0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"AC061975.7",0,6,0,0,0,0,2,0,0,0,0,1,0,0,2
"AC061975.8",7,36,1,0,2,14,4,4,6,11,10,17,21,8,12
"AC061979.1",1,4,0,0,1,1,0,0,0,0,1,0,0,1,2
"AC061992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC061992.2",52,9,59,164,2,21,30,97,81,3,2,12,16,3,43
"AC061997.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC061999.1",23,3,1,3,7,1,4,5,4,2,1,9,7,5,7
"AC062004.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"AC062015.1",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"AC062016.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC062016.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC062020.1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"AC062021.1",0,36,4,0,903,66,1,0,2,90,373,0,0,571,0
"AC062022.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC062022.2",0,0,0,2,13,4,2,1,0,0,0,4,0,10,4
"AC062028.1",250,95,4,4,10,24,13,13,9,1,18,13,11,69,25
"AC062028.2",17,2,1,5,1,0,12,2,10,0,0,3,9,7,2
"AC062029.1",25,125,28,15,59,38,2,21,39,24,19,20,11,49,48
"AC062032.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC062037.1",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"AC062037.2",0,1,0,0,0,0,1,1,0,0,0,3,0,0,0
"AC062037.3",42,52,23,7,21,19,6,5,15,39,39,6,8,39,20
"AC062039.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063919.1",10,118,13,6,102,24,3,24,22,88,10,59,4,57,49
"AC063919.2",0,6,1,0,1,0,2,5,0,3,0,8,0,1,2
"AC063923.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"AC063923.2",0,0,0,0,0,0,0,0,0,0,0,0,1,26,0
"AC063924.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063926.1",0,0,0,0,2,0,0,0,2,1,0,0,0,2,5
"AC063926.2",1,1,0,0,3,2,0,0,2,1,0,2,0,1,0
"AC063926.3",1,4,0,0,1,1,0,0,3,2,0,2,0,6,3
"AC063938.1",1,5,1,0,36,0,0,2,0,1,0,1,0,4,3
"AC063943.1",7,10,5,7,16,12,4,4,15,14,14,2,4,7,12
"AC063944.1",15,156,7,2,11,23,3,11,7,33,9,14,3,69,37
"AC063944.2",27,194,13,9,26,19,21,26,10,130,21,35,7,109,35
"AC063944.3",8,69,46,2,5,5,6,6,4,48,5,6,0,29,15
"AC063947.1",0,11,0,0,7,0,0,0,0,0,1,1,0,4,1
"AC063947.2",11,13,1,20,6,5,9,11,14,7,9,14,23,9,7
"AC063948.1",18,38,50,12,39,21,5,24,27,13,23,13,12,33,116
"AC063949.1",1,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"AC063949.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063950.1",3,5,0,2,2,2,5,2,0,12,3,3,4,17,2
"AC063952.1",1,14,3,15,11,21,2,15,2,8,11,5,13,7,35
"AC063952.2",27,10,0,3,8,5,8,4,22,1,3,12,14,2,6
"AC063952.3",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"AC063952.4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC063955.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC063960.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"AC063960.2",24,89,3,1,239,66,2,12,7,39,72,23,2,109,62
"AC063961.1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
"AC063962.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063965.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063965.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063965.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063976.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"AC063976.2",1,5,0,1,1,2,6,1,2,5,0,6,0,16,4
"AC063976.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063976.4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"AC063977.1",0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
"AC063977.2",1,2,1,2,0,8,11,2,4,6,0,7,2,0,1
"AC063977.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063977.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063977.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063977.6",0,1,6,2,0,0,1,0,2,0,0,0,0,0,0
"AC063977.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC063979.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC063979.2",5,11,8,12,39,8,5,33,1,12,10,7,15,29,12
"AC063980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064799.1",49,345,356,190,609,297,72,80,246,430,449,56,121,471,421
"AC064799.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC064801.1",11,29,30,2,11,20,4,13,33,16,15,12,11,19,78
"AC064801.2",0,3,0,0,5,1,0,0,0,3,3,0,0,11,2
"AC064802.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064805.1",2,0,2,3,10,1,7,1,5,2,2,0,1,3,0
"AC064805.2",0,2,1,0,7,2,0,4,2,2,6,7,3,7,4
"AC064807.1",515,648,407,331,1387,780,325,784,760,701,615,734,839,1453,1617
"AC064807.2",4,1,5,3,7,1,1,3,13,2,2,3,1,3,10
"AC064807.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC064807.4",23,18,32,16,34,32,7,35,56,30,25,24,14,32,58
"AC064829.1",2,0,0,1,16,0,0,5,2,4,0,4,12,16,0
"AC064834.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC064836.1",11,2,4,2,2,2,1,3,1,3,5,6,1,7,5
"AC064836.2",1,0,2,0,0,0,0,3,3,0,3,1,1,1,4
"AC064836.3",90,179,180,60,175,113,29,85,135,65,103,90,53,174,401
"AC064836.4",6,30,26,9,20,15,1,8,17,31,28,28,5,19,7
"AC064843.1",0,0,0,0,1,0,0,0,0,1,0,0,0,3,0
"AC064847.1",1,1,8,0,2,0,0,0,0,3,1,3,0,0,0
"AC064850.1",12,2,1,2,2,3,6,10,4,2,0,5,7,0,23
"AC064852.1",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"AC064853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064853.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064859.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064862.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064862.2",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"AC064862.3",0,2,0,0,0,0,0,0,0,0,1,2,0,0,1
"AC064862.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064862.5",0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
"AC064862.6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC064862.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064869.1",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"AC064871.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064871.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064872.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064874.1",3,1,0,0,1,0,0,0,0,0,0,3,0,0,0
"AC064875.1",551,58,8,200,22,9,323,1533,252,6,15,420,1040,20,70
"AC066580.1",3,0,1,1,0,1,0,0,0,1,0,0,2,0,2
"AC066585.1",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"AC066595.1",0,0,0,2,2,1,2,0,0,0,0,3,0,1,0
"AC066595.2",0,0,0,0,0,0,0,0,0,2,1,3,0,3,0
"AC066612.1",0,11,0,2,4,3,4,2,0,2,6,4,2,23,3
"AC066612.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC066613.1",21,173,9,19,59,33,26,15,12,105,92,39,14,136,31
"AC066613.2",0,2,1,0,0,1,1,1,0,1,3,1,0,1,3
"AC066614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC066615.1",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"AC066616.1",1,0,1,0,2,0,0,0,2,0,0,0,0,0,0
"AC066616.2",0,0,0,0,0,2,0,0,0,2,1,1,0,0,0
"AC066692.1",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"AC067747.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067750.1",167,222,111,60,415,337,92,59,104,240,140,163,48,433,348
"AC067751.1",4,1,1,0,0,2,1,0,1,1,0,0,2,1,3
"AC067752.1",0,4,1,1,0,2,1,0,1,0,0,0,0,1,0
"AC067773.1",0,1,0,0,1,0,0,1,0,0,1,1,0,2,0
"AC067805.1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"AC067817.1",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"AC067817.2",2,29,9,3,7,4,2,3,2,1,3,7,0,6,1
"AC067819.1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"AC067838.1",17,106,188,23,80,47,20,25,61,50,85,61,17,55,80
"AC067852.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067852.2",14,2,1,1,27,3,9,6,15,8,6,4,4,3,4
"AC067852.3",24,169,2,6,228,28,22,23,9,79,165,43,15,228,17
"AC067852.4",0,6,1,0,0,1,0,1,1,2,1,4,1,4,1
"AC067852.5",97,82,205,49,74,63,21,105,62,48,40,54,65,47,185
"AC067863.1",0,0,0,0,2,0,0,0,1,0,0,0,1,0,1
"AC067863.2",2,0,0,0,3,1,3,0,7,2,0,0,1,1,0
"AC067904.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067904.2",5,0,0,4,2,1,1,2,2,0,0,5,12,0,0
"AC067904.3",2,0,0,0,0,0,2,4,2,0,0,2,2,0,0
"AC067930.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067930.2",3,0,25,1,9,4,1,7,17,16,31,13,2,5,5
"AC067930.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067930.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC067930.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067930.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067930.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067930.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"AC067931.1",11,0,4,2,2,0,3,2,10,4,2,1,4,2,3
"AC067931.2",1,0,1,0,0,0,0,0,3,3,0,1,2,3,1
"AC067940.1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"AC067942.1",20,5,2,36,2,3,17,23,26,4,5,19,19,5,4
"AC067942.2",21,23,0,3,46,50,20,10,2,32,15,8,31,43,37
"AC067942.3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"AC067942.4",1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"AC067945.1",1,4,1,3,0,0,6,6,3,3,5,3,5,1,6
"AC067945.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067945.3",2,1,0,0,1,0,2,0,0,2,1,1,0,2,1
"AC067945.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067956.1",17,6,0,0,1,4,2,1,23,1,2,7,0,15,14
"AC067959.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067960.1",1,0,0,0,1,0,0,1,1,1,0,5,8,1,0
"AC067968.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067968.2",5,4,0,0,2,0,0,2,1,1,0,3,1,1,15
"AC067969.1",3,18,3,0,0,10,0,2,0,9,1,8,0,8,7
"AC067969.2",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC068014.1",3,0,0,0,2,1,1,0,0,0,0,0,0,0,1
"AC068020.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068025.1",9,20,4,9,27,16,4,33,15,7,19,14,16,25,16
"AC068025.2",2,3,1,0,3,1,1,1,0,3,1,1,2,1,4
"AC068042.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068044.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068050.1",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"AC068051.1",2,0,0,1,3,0,0,0,1,1,0,5,5,2,2
"AC068057.1",93,48,65,196,597,38,32,131,23,13,356,50,223,297,75
"AC068057.2",13,41,47,6,68,32,3,13,8,19,31,20,6,43,41
"AC068058.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068075.1",1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC068075.2",4,0,0,5,3,0,5,3,0,0,1,2,3,0,1
"AC068112.1",1,3,0,0,0,2,0,0,0,0,0,9,1,0,0
"AC068134.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068134.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068134.3",14,22,2,3,39,12,11,3,13,24,22,24,18,28,46
"AC068134.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068135.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068137.1",3,1,4,4,0,0,5,6,5,1,5,7,8,2,3
"AC068137.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC068137.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068137.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068138.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068189.1",1,1,2,0,5,2,0,0,0,1,0,2,0,1,1
"AC068189.2",1,8,1,0,6,2,0,2,2,8,4,4,3,4,4
"AC068193.1",0,38,1,1,5,3,2,8,1,4,2,3,0,7,5
"AC068196.1",0,0,0,0,1,0,0,0,4,1,3,0,0,5,4
"AC068205.1",0,0,0,1,2,4,0,1,0,2,1,8,12,3,3
"AC068205.2",50,153,166,17,419,39,15,57,55,196,186,105,31,155,75
"AC068205.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068205.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068213.1",0,1,1,0,0,1,0,0,1,1,0,2,0,0,2
"AC068228.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068228.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068228.3",3,6,5,12,13,2,1,12,4,3,2,17,3,6,42
"AC068234.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068234.2",12,12,17,23,9,3,37,33,25,6,4,10,9,6,4
"AC068234.3",7,2,7,0,7,4,3,1,2,4,1,7,1,11,4
"AC068254.1",0,1,0,0,1,8,0,1,0,0,0,1,2,0,8
"AC068254.2",1,1,0,0,0,0,0,0,1,0,4,0,0,3,2
"AC068276.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068279.1",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"AC068279.2",1,0,0,1,1,1,1,0,1,1,0,1,0,13,1
"AC068282.1",2,1,2,3,1,1,0,0,3,1,2,0,0,0,2
"AC068282.2",5,7,8,1,2,9,1,5,14,3,3,0,6,4,12
"AC068286.1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"AC068286.2",1,3,1,1,1,2,2,0,2,2,2,2,3,4,3
"AC068287.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068295.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068298.1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"AC068299.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AC068299.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC068305.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068305.2",1,2,6,16,0,2,1,3,1,2,0,6,1,0,10
"AC068305.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068305.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068308.1",105,202,28,7,57,160,11,7,151,150,70,39,7,871,181
"AC068338.1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"AC068338.2",47,66,17,31,27,37,11,56,31,41,16,41,29,27,45
"AC068338.3",10,36,25,6,22,13,10,29,17,8,14,16,14,9,10
"AC068385.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068389.1",11,29,9,6,67,20,6,6,40,16,47,7,27,22,61
"AC068389.2",1,5,2,0,3,0,1,2,0,1,2,2,0,8,4
"AC068389.3",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC068397.1",0,2,0,7,0,0,0,0,0,1,1,1,0,0,0
"AC068397.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC068400.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068400.2",0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
"AC068408.1",1,2,1,0,0,0,0,0,0,2,0,0,0,1,1
"AC068408.2",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"AC068413.1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"AC068418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068418.2",0,3,1,0,2,3,0,1,0,2,5,0,0,2,0
"AC068418.3",1,2,3,0,2,0,0,0,6,1,3,0,0,2,3
"AC068442.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC068446.1",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"AC068446.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC068446.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068446.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068448.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068472.1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"AC068473.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.4",0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
"AC068473.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068473.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068481.1",9,31,1,1,11,17,2,0,16,3,10,2,9,24,37
"AC068483.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC068489.1",12,6,67,45,9,3,1,13,7,10,0,20,10,4,5
"AC068491.1",3,3,0,0,5,2,1,2,1,0,2,3,4,7,1
"AC068491.2",0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
"AC068491.3",0,0,0,1,0,0,0,0,2,0,0,1,0,0,0
"AC068491.4",3,0,0,1,1,1,2,3,2,0,1,1,11,0,1
"AC068492.1",0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
"AC068506.1",0,22,10,22,0,10,20,2,5,5,1,14,3,2,6
"AC068522.1",3,3,3,30,9,3,6,12,11,7,7,6,10,2,6
"AC068531.1",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"AC068531.2",1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
"AC068533.1",6,0,0,0,0,1,1,1,2,0,0,1,1,0,1
"AC068533.2",0,2,0,8,0,0,8,5,1,0,0,4,7,1,1
"AC068533.3",4,5,0,7,2,1,3,0,7,1,2,4,1,5,1
"AC068533.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068535.1",96,214,200,97,706,650,22,416,94,103,262,254,72,296,585
"AC068535.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068538.1",6,1,0,1,1,0,6,9,3,4,2,1,7,2,1
"AC068544.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068544.2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC068547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068570.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068580.1",4,12,2,2,10,3,10,8,3,18,7,7,3,15,6
"AC068580.2",1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"AC068580.3",10,53,6,5,50,12,27,11,11,62,24,14,13,36,8
"AC068580.4",11,19,18,0,219,11,16,1,12,79,126,6,4,132,8
"AC068580.5",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"AC068587.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068587.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC068587.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068587.4",66,82,450,7,291,5,2,11,10,163,51,45,5,124,15
"AC068587.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068587.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068587.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068587.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068594.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068594.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068616.1",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"AC068616.2",1,2,0,0,1,0,0,0,0,3,0,0,0,2,0
"AC068616.3",0,1,0,1,0,0,0,0,2,0,0,0,0,1,0
"AC068620.1",25,34,7,19,82,29,5,30,14,44,14,20,4,50,64
"AC068620.2",9,37,38,4,55,11,1,11,13,31,17,31,3,35,33
"AC068620.3",13,94,24,10,114,32,8,40,18,47,17,29,5,80,113
"AC068630.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068631.1",2,14,4,3,9,1,3,1,0,0,1,14,6,2,6
"AC068631.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068631.3",5,49,44,17,31,23,6,9,23,13,39,3,9,30,49
"AC068633.1",2,3,0,0,1,1,0,0,1,2,0,0,0,2,1
"AC068633.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"AC068643.1",132,151,174,66,1652,225,10,43,260,129,319,85,52,260,228
"AC068643.2",0,5,0,0,10,0,0,0,0,1,2,2,1,2,2
"AC068647.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068647.2",1,0,2,0,0,0,0,1,0,1,0,1,0,0,1
"AC068657.1",5,4,2,5,1,1,0,3,5,1,6,1,16,2,3
"AC068658.1",0,2,0,0,0,0,0,1,0,0,0,0,0,1,1
"AC068669.1",23,29,11,4,52,3,3,16,22,29,37,17,5,29,17
"AC068672.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068672.2",0,2,0,0,0,0,0,0,0,2,0,1,0,1,0
"AC068672.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC068688.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068700.1",155,243,28,16,512,186,59,10,90,93,228,58,30,402,374
"AC068700.2",3,7,1,1,13,5,3,0,3,2,9,1,3,16,10
"AC068707.1",0,50,2,0,7,7,0,1,0,3,1,1,0,2,9
"AC068714.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068721.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068722.1",0,3,0,0,0,1,0,0,0,0,0,1,0,1,4
"AC068722.2",0,3,0,3,0,2,1,6,7,1,0,0,2,0,0
"AC068724.1",1,4,0,1,2,1,0,2,0,1,4,1,0,4,0
"AC068724.2",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"AC068724.3",0,0,1,0,1,2,0,0,0,0,2,0,0,0,0
"AC068724.4",0,2,1,2,0,0,1,0,1,2,0,0,0,3,0
"AC068725.1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC068726.1",0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC068733.1",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC068733.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068733.3",1,3,2,0,5,0,1,0,1,1,1,1,0,3,0
"AC068756.1",0,6,0,1,0,0,0,0,6,0,0,0,0,0,0
"AC068759.1",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"AC068760.1",0,6,0,5,0,1,4,4,0,0,1,5,4,1,1
"AC068768.1",7,7,1,2,17,11,1,2,13,8,11,6,3,11,6
"AC068769.1",0,3,0,0,2,3,0,1,0,0,0,0,0,1,0
"AC068774.1",2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"AC068775.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068781.1",1,1,0,3,0,0,2,2,0,1,1,2,6,3,1
"AC068787.1",0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
"AC068787.2",0,0,0,0,0,3,0,0,2,0,1,0,0,2,1
"AC068787.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068787.4",0,0,0,0,0,1,0,0,1,1,0,0,1,2,0
"AC068787.5",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"AC068789.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068790.1",0,2,1,0,33,2,0,2,0,10,2,3,1,10,2
"AC068790.2",4,7,2,0,7,8,2,1,3,10,4,3,4,13,13
"AC068790.3",7,14,7,1,11,10,0,0,8,8,4,8,2,19,15
"AC068790.4",3,6,1,1,4,1,0,1,2,4,1,0,1,13,3
"AC068790.5",3,5,2,0,12,3,4,1,2,4,4,5,3,16,6
"AC068790.6",2,3,0,0,2,1,0,0,0,1,3,1,0,8,1
"AC068790.7",7,8,10,1,11,9,2,0,2,16,3,1,1,25,13
"AC068790.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068790.9",1,20,5,3,19,10,6,9,2,10,15,8,13,28,23
"AC068792.1",21,16,17,16,31,12,6,10,44,11,19,11,9,21,19
"AC068802.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC068831.1",5,13,4,6,13,7,2,9,5,18,6,5,5,5,6
"AC068831.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
